t_baro,P_static
107.60000000,101148.36122370
107.65000000,101144.74465300
107.70000000,101135.40436442
107.75000000,101143.40530979
107.80000000,101151.56929624
107.85000000,101152.60560355
107.90000000,101144.80798984
107.95000000,101137.27202744
108.00000000,101147.34399161
108.05000000,101144.48985330
108.10000000,101143.74470758
108.15000000,101139.11447690
108.20000000,101140.35861834
108.25000000,101150.39009463
108.30000000,101136.10860158
108.35000000,101153.88266227
108.40000000,101132.31305656
108.45000000,101140.25356551
108.50000000,101139.01782049
108.55000000,101140.03527938
108.60000000,101173.53836316
108.65000000,101136.59640043
108.70000000,101143.84094350
108.75000000,101115.27423764
108.80000000,101147.11617040
108.85000000,101159.96761159
108.90000000,101137.43183546
108.95000000,101140.61436532
109.00000000,101143.13570810
109.05000000,101155.63369761
109.10000000,101136.47207800
109.15000000,101155.75907186
109.20000000,101144.93308321
109.25000000,101157.97059025
109.30000000,101142.54715407
109.35000000,101139.43670031
109.40000000,101152.79191353
109.45000000,101149.65306821
109.50000000,101147.23285526
109.55000000,101152.26387688
109.60000000,101157.56515333
109.65000000,101134.86164109
109.70000000,101149.54372709
109.75000000,101141.19169480
109.80000000,101142.37823236
109.85000000,101128.90044235
109.90000000,101164.76695123
109.95000000,101150.40829601
110.00000000,101146.67279056
110.05000000,101155.24771266
110.10000000,101162.64715837
110.15000000,101122.24459403
110.20000000,101123.24702833
110.25000000,101158.44167110
110.30000000,101138.51799031
110.35000000,101129.98630180
110.40000000,101131.35242737
110.45000000,101138.74580654
110.50000000,101170.74192059
110.55000000,101129.50298025
110.60000000,101140.44100559
110.65000000,101150.90789586
110.70000000,101134.57761285
110.75000000,101141.45410596
110.80000000,101126.34736614
110.85000000,101151.90557736
110.90000000,101137.73327888
110.95000000,101140.25855175
111.00000000,101137.63242065
111.05000000,101138.53040615
111.10000000,101157.58526212
111.15000000,101151.19080748
111.20000000,101142.97780906
111.25000000,101143.12924782
111.30000000,101134.48152805
111.35000000,101158.83642215
111.40000000,101147.20973584
111.45000000,101130.92774277
111.50000000,101131.06530179
111.55000000,101139.52820602
111.60000000,101160.04225356
111.65000000,101143.33512391
111.70000000,101144.06926387
111.75000000,101133.40719043
111.80000000,101156.03953594
111.85000000,101120.08291983
111.90000000,101144.48902174
111.95000000,101124.58570463
112.00000000,101146.53290141
112.05000000,101151.65706750
112.10000000,101140.70240652
112.15000000,101151.66421645
112.20000000,101138.08627725
112.25000000,101145.16235697
112.30000000,101145.89070129
112.35000000,101148.75780528
112.40000000,101153.48130066
112.45000000,101146.49975565
112.50000000,101125.31193797
112.55000000,101146.69062576
112.60000000,101146.17190706
112.65000000,101146.11517585
112.70000000,101152.04959024
112.75000000,101151.60835885
112.80000000,101125.78815932
112.85000000,101140.08374472
112.90000000,101135.35361656
112.95000000,101146.20309114
113.00000000,101163.42705519
113.05000000,101151.74996195
113.10000000,101144.65451407
113.15000000,101139.53996953
113.20000000,101155.44672563
113.25000000,101149.37957153
113.30000000,101152.89671162
113.35000000,101136.76665714
113.40000000,101130.33099488
113.45000000,101157.42091651
113.50000000,101145.09090524
113.55000000,101155.91055878
113.60000000,101158.67137391
113.65000000,101140.06439143
113.70000000,101137.84070770
113.75000000,101134.16487770
113.80000000,101119.59956651
113.85000000,101141.98351650
113.90000000,101155.59088205
113.95000000,101141.95211043
114.00000000,101141.64932435
114.05000000,101144.16440071
114.10000000,101149.26069851
114.15000000,101154.78727819
114.20000000,101151.12666814
114.25000000,101157.88775042
114.30000000,101132.34990132
114.35000000,101161.99788357
114.40000000,101152.60178762
114.45000000,101158.49413025
114.50000000,101132.28628890
114.55000000,101139.18680301
114.60000000,101141.50777482
114.65000000,101151.96083433
114.70000000,101153.27316292
114.75000000,101160.57379629
114.80000000,101144.39681174
114.85000000,101136.04365393
114.90000000,101141.06123525
114.95000000,101154.58693857
115.00000000,101140.21186552
115.05000000,101133.49458378
115.10000000,101141.86396203
115.15000000,101156.33201673
115.20000000,101148.57033848
115.25000000,101158.52371267
115.30000000,101147.87787768
115.35000000,101143.35725413
115.40000000,101144.56301520
115.45000000,101148.74119154
115.50000000,101131.75223573
115.55000000,101149.54413695
115.60000000,101165.35481454
115.65000000,101143.98544159
115.70000000,101138.44504704
115.75000000,101142.45442198
115.80000000,101152.63031885
115.85000000,101128.46338356
115.90000000,101163.86759952
115.95000000,101156.45749496
116.00000000,101137.04001968
116.05000000,101154.90414371
116.10000000,101146.80612465
116.15000000,101140.63506527
116.20000000,101148.18312130
116.25000000,101140.82856522
116.30000000,101152.84324367
116.35000000,101138.89688483
116.40000000,101145.68169333
116.45000000,101142.38841706
116.50000000,101143.87084893
116.55000000,101143.66671990
116.60000000,101140.98619081
116.65000000,101153.95273368
116.70000000,101142.46361345
116.75000000,101123.14992865
116.80000000,101151.22488133
116.85000000,101152.43965851
116.90000000,101142.34199031
116.95000000,101150.61330103
117.00000000,101143.49902057
117.05000000,101158.72384153
117.10000000,101154.98363064
117.15000000,101143.32500614
117.20000000,101143.51279416
117.25000000,101154.85529987
117.30000000,101164.00863049
117.35000000,101138.76255645
117.40000000,101143.99163968
117.45000000,101164.39685658
117.50000000,101145.79878912
117.55000000,101134.40512393
117.60000000,101155.64540024
117.65000000,101154.96403726
117.70000000,101144.63423711
117.75000000,101155.14707120
117.80000000,101140.72605590
117.85000000,101148.82938033
117.90000000,101145.54762843
117.95000000,101138.29231484
118.00000000,101148.40397200
118.05000000,101145.33547705
118.10000000,101139.60443608
118.15000000,101143.73430819
118.20000000,101140.61895885
118.25000000,101132.21169551
118.30000000,101120.79131943
118.35000000,101156.98352075
118.40000000,101155.94877696
118.45000000,101144.47601294
118.50000000,101145.98016462
118.55000000,101136.92028074
118.60000000,101136.42898957
118.65000000,101140.14033227
118.70000000,101156.73696140
118.75000000,101125.42404159
118.80000000,101154.18822415
118.85000000,101144.72862996
118.90000000,101158.80952655
118.95000000,101128.19671135
119.00000000,101148.47127420
119.05000000,101138.00581838
119.10000000,101143.03832174
119.15000000,101140.12467948
119.20000000,101146.71576078
119.25000000,101143.99028557
119.30000000,101131.34199458
119.35000000,101149.37791962
119.40000000,101147.75730241
119.45000000,101156.05902249
119.50000000,101148.60994239
119.55000000,101134.07236233
119.60000000,101158.37333888
119.65000000,101157.55122745
119.70000000,101137.86036838
119.75000000,101134.39502134
119.80000000,101140.78128943
119.85000000,101142.96697278
119.90000000,101146.21118346
119.95000000,101129.64336111
