t_mag,m_X,m_Y,m_Z
58.17000000,24.95796573,2.94815335,38.01077006
58.22000000,24.91717095,2.80427830,37.27680688
58.27000000,25.36623297,2.55759001,37.25721000
58.32000000,24.11674480,3.14311506,37.89150841
58.37000000,23.80012698,3.25668918,38.26264546
58.42000000,24.65252660,3.77027779,38.34665585
58.47000000,24.41202816,3.78144811,37.73065963
58.52000000,24.33183792,3.24698090,38.16192913
58.57000000,25.42411563,3.50658115,37.90430997
58.62000000,24.40052887,3.06350988,38.17000968
58.67000000,24.75751337,2.11162447,38.42023967
58.72000000,25.39970400,3.39655886,37.97100759
58.77000000,24.87455395,2.94933966,38.54964412
58.82000000,23.98360076,4.06191581,37.42821305
58.87000000,24.11527459,3.05487205,38.08545474
58.92000000,24.10298429,2.82769420,38.42992286
58.97000000,24.27139782,3.10317785,38.45456056
59.02000000,23.48508499,3.89728084,37.96241213
59.07000000,23.88369245,2.67254871,37.56964240
59.12000000,23.81811166,2.87130485,37.82334763
59.17000000,24.07966960,2.65632865,38.45240370
59.22000000,25.20924695,3.99407200,37.81521721
59.27000000,24.89719327,4.69919854,37.89302332
59.32000000,24.67114620,3.62373009,38.87875035
59.37000000,24.55155915,3.87100897,37.83638284
59.42000000,24.57215141,2.64935350,37.82904277
59.47000000,24.93283416,2.78598494,38.34079335
59.52000000,25.32042466,3.12049128,38.99012100
59.57000000,24.96882907,3.62305829,38.00570591
59.62000000,24.07183838,2.44576625,37.09401173
59.67000000,24.08263386,3.10715314,38.13084931
59.72000000,25.62300754,4.13865248,38.47310693
59.77000000,24.86508011,2.81995372,37.76217509
59.82000000,24.41774151,2.40284646,37.81878131
59.87000000,23.13918410,3.64661096,38.10367236
59.92000000,24.98555199,3.11990716,38.55099089
59.97000000,24.23100968,2.81604169,38.76701550
60.02000000,24.31754311,4.91889510,38.68316256
60.07000000,24.22583728,3.08631578,37.84669402
60.12000000,24.03931201,3.41950383,37.77582250
60.17000000,23.95986943,2.94602840,38.17670064
60.22000000,24.24987369,3.44202851,37.71728214
60.27000000,24.46829973,3.45233725,38.71321872
60.32000000,24.51636430,2.89689758,38.03655743
60.37000000,23.86468790,4.12169099,38.06266459
60.42000000,24.71609113,2.49497014,38.45853993
60.47000000,24.81788362,3.02456578,37.42297687
60.52000000,25.03633469,3.42603978,37.70583789
60.57000000,24.53087595,3.56155078,37.87539546
60.62000000,23.39565325,2.84583841,38.19547946
60.67000000,24.28086277,2.85690027,37.92983326
60.72000000,25.62449318,3.80435125,38.16216775
60.77000000,24.01821342,1.90490768,38.06274237
60.82000000,23.68571432,3.54654981,38.17107542
60.87000000,25.46645986,3.10289285,37.71829700
60.92000000,25.25984936,2.98014388,38.68484238
60.97000000,24.68960411,2.83461801,38.16861722
61.02000000,24.75301267,2.90824840,37.48724015
61.07000000,24.16298591,3.80370124,39.80772556
61.12000000,24.77385187,2.37356631,38.47751152
61.17000000,24.28739859,2.61637323,37.15592562
61.22000000,24.54703448,3.86566204,38.07123152
61.27000000,24.98688310,3.13480568,38.10210750
61.32000000,24.23501186,3.34875085,37.77810752
61.37000000,25.09337973,3.65251315,37.98623877
61.42000000,25.50478668,2.50603969,38.10723603
61.47000000,24.69628971,2.80502883,38.74625960
61.52000000,23.95204196,3.86413689,37.98378621
61.57000000,24.96107227,3.62232849,38.85031123
61.62000000,24.01238261,3.80255012,37.43023317
61.67000000,24.78242852,2.50163828,38.15459722
61.72000000,25.01089441,3.84971659,37.53728616
61.77000000,23.88309829,3.29449302,38.31629633
61.82000000,24.51550165,4.14958511,37.53333422
61.87000000,24.64370306,2.37097167,38.48654369
61.92000000,24.66766672,3.27104522,38.61226165
61.97000000,24.17585350,2.91433397,37.95173079
62.02000000,24.42202679,2.21531541,37.45783548
62.07000000,23.78167902,2.86481017,38.16106405
62.12000000,24.65105417,2.70126134,37.94494257
62.17000000,24.86597224,2.87700489,37.30819145
62.22000000,24.18140104,2.78212853,38.59616671
62.27000000,23.97250599,2.77317605,37.68352448
62.32000000,24.32609295,2.48577505,38.30983528
62.37000000,24.99767845,4.02888205,38.02023484
62.42000000,23.91432880,3.41794468,37.61045779
62.47000000,25.19680506,4.11793978,38.30566683
62.52000000,24.03646447,2.58268503,37.68230106
62.57000000,24.36348878,2.67434724,38.43729174
62.62000000,24.87186438,2.88391846,38.06676901
62.67000000,23.32835436,3.09107417,37.86640862
62.72000000,24.62016528,3.35306248,37.89064325
62.77000000,24.68744382,4.10605788,39.28111696
62.82000000,24.42550804,3.55345042,38.32835517
62.87000000,24.09668104,2.29554395,39.24735195
62.92000000,24.21049043,3.78253895,38.67876321
62.97000000,24.60789164,2.65272977,38.63939826
63.02000000,24.49512923,2.93290167,37.74409015
63.07000000,25.55185571,3.22281514,38.17584179
63.12000000,24.14952308,3.53981307,37.79689934
63.17000000,24.53468794,3.18824851,38.57597586
63.22000000,24.29543107,4.05267156,37.82531918
63.27000000,23.51504080,3.20639261,37.60330404
63.32000000,24.81261111,3.15933922,37.23022398
63.37000000,24.72839293,3.49658687,38.00597421
63.42000000,25.20945118,3.71339375,38.01751043
63.47000000,24.12814810,2.97181242,37.97964267
63.52000000,24.63267501,2.57125132,38.52775250
63.57000000,23.55876810,2.47161091,38.78802320
63.62000000,24.50635302,3.33354783,38.15759219
63.67000000,23.93402008,2.83792414,37.73970425
63.72000000,24.90023493,2.63793333,37.14667321
63.77000000,24.42841916,2.52760514,37.55193224
63.82000000,24.44790665,3.92796574,37.55038155
63.87000000,24.67272528,3.94444765,39.17770347
63.92000000,24.20642663,3.19160822,38.45224763
63.97000000,25.05638657,3.43701802,38.31416393
64.02000000,23.80939793,4.14991049,37.85066007
64.07000000,25.54484007,3.28548109,37.43490142
64.12000000,25.25677453,3.39963199,37.80102227
64.17000000,24.78116375,4.08909676,38.45948893
64.22000000,24.16624022,3.86154438,37.79895853
64.27000000,24.41284892,3.81321272,37.87539319
64.32000000,24.02139425,2.70226405,38.72730087
64.37000000,24.09446896,2.99366801,38.51764091
64.42000000,24.08601194,3.31539200,37.69952267
64.47000000,24.53924211,4.18778739,38.25303063
64.52000000,24.27461660,3.91958744,38.88378747
64.57000000,24.05532756,2.57080706,38.37202165
64.62000000,24.08637290,3.18065291,38.35854695
64.67000000,24.23265282,3.18013351,37.82589019
64.72000000,24.46224724,3.23700847,38.99134579
64.77000000,24.37148748,3.06101296,38.44065640
64.82000000,25.27578580,2.89027236,37.17743920
64.87000000,24.87840233,3.39133357,37.22593992
64.92000000,23.65963856,2.91348059,38.79627584
64.97000000,23.99443660,3.78318382,38.74936937
65.02000000,23.96950010,2.80983356,38.80351966
65.07000000,23.92946742,2.85541623,38.19614743
65.12000000,24.44343991,4.00312107,37.64411590
65.17000000,25.46002201,3.11670713,38.58779107
65.22000000,24.16908116,4.11126084,39.02728621
65.27000000,24.23263544,3.64135497,38.20209166
65.32000000,24.98719842,2.80023695,37.72163973
65.37000000,23.94588107,2.95218037,38.03215686
65.42000000,24.00291192,3.21372670,37.85506062
65.47000000,24.52910748,4.68885002,38.05228849
65.52000000,24.77241860,3.90561018,38.47984421
65.57000000,24.76922444,2.66116132,38.25915959
65.62000000,24.84840572,3.08747078,38.63465480
65.67000000,25.50733879,4.01503192,37.68406913
65.72000000,23.31748134,3.22280699,38.58663971
65.77000000,25.13352405,3.77996754,37.57010480
65.82000000,24.09923094,2.86884733,38.22654915
65.87000000,23.87848070,3.56480494,38.31662791
65.92000000,24.55607179,2.77212576,38.03729091
65.97000000,25.16488439,2.98514944,38.42681160
66.02000000,24.41869536,2.98689010,37.59930108
66.07000000,24.20353788,2.83749475,37.92791434
66.12000000,23.35817843,3.32314426,37.72762229
66.17000000,24.65634245,3.84333830,37.86325474
66.22000000,24.20788920,3.35268005,38.61231795
66.27000000,23.74956967,2.94690559,38.57027992
66.32000000,25.81472040,3.04153280,37.25496394
66.37000000,24.94369371,3.75857612,38.34449543
66.42000000,25.03184774,3.02200286,38.93830561
66.47000000,24.31492737,4.06488115,38.26512782
66.52000000,24.71893163,2.48643628,38.25064017
66.57000000,24.47120401,2.79311214,37.83019036
66.62000000,24.46887079,2.65771927,37.42176014
66.67000000,25.14861277,2.75919273,38.54751892
66.72000000,24.76394377,3.06435846,37.65764447
66.77000000,25.13435933,3.14666663,38.55120981
66.82000000,24.59760129,3.30322241,38.12132231
66.87000000,25.55841641,2.89716330,37.73885971
66.92000000,24.32787767,3.26740105,38.44676700
66.97000000,24.29609125,4.47306504,37.78190445
67.02000000,24.80721414,2.90388726,38.00666330
67.07000000,24.34750807,3.60234984,37.91343771
67.12000000,24.16513883,2.53296434,37.50506492
67.17000000,23.88231792,3.44113484,38.27937758
67.22000000,24.83293596,2.89420409,37.73963798
67.27000000,24.14672901,2.52019405,38.97684689
67.32000000,24.24473401,3.30490465,37.48993735
67.37000000,24.20219855,3.20124770,37.68049038
67.42000000,24.37873044,3.15733430,38.01418047
67.47000000,23.94284947,2.99989402,38.90691497
67.52000000,23.97901984,3.26799355,38.16555175
67.57000000,24.44011820,2.89549985,38.01608715
67.62000000,24.47321170,3.07918994,37.99149441
67.67000000,24.18780171,4.14907929,37.86876523
67.72000000,25.02870359,3.14782300,38.34733508
67.77000000,24.43933727,3.51834009,38.54949711
67.82000000,24.42181612,3.33311929,38.28418145
67.87000000,24.04190223,3.76675905,39.22144367
67.92000000,24.57738935,2.93337513,38.74300848
67.97000000,24.53344707,3.35308422,37.78493936
68.02000000,24.58701011,3.20354464,38.35700890
68.07000000,24.66224917,3.74695971,38.56164760
68.12000000,25.02805936,3.22204693,38.33878106
68.17000000,24.58144582,2.99663761,37.52820395
68.22000000,24.16722602,3.25452155,38.65335902
68.27000000,24.20639489,3.17968900,37.88211360
68.32000000,24.07451452,3.88856846,38.30735761
68.37000000,23.89635111,3.05018862,38.08080024
68.42000000,24.22707114,2.62096978,38.62346874
68.47000000,24.04919436,3.56889028,37.48511680
68.52000000,24.72657820,3.24335481,38.51038257
68.57000000,24.46994431,3.59501572,37.73612670
68.62000000,23.41506007,3.03270299,37.89160523
68.67000000,25.12257403,2.57915903,37.61053138
68.72000000,24.49500877,2.97487672,38.61392093
68.77000000,24.73663808,3.39286521,37.47573988
68.82000000,24.39085443,2.51908499,38.14759808
68.87000000,24.85671916,2.80311544,38.35656049
68.92000000,23.94719814,3.31261930,38.18023354
68.97000000,24.67845904,3.42390585,37.86490891
69.02000000,25.55924044,3.74581745,38.30045686
69.07000000,23.61032979,4.39830969,38.78466967
69.12000000,24.34040448,2.98234897,37.68276278
69.17000000,25.13963012,3.20059601,37.62330585
69.22000000,24.51077757,2.59688334,38.16849022
69.27000000,24.19962140,3.29728174,38.54023204
69.32000000,23.73791461,2.89610005,37.98560816
69.37000000,24.79342598,2.86875092,38.12345461
69.42000000,24.68619002,3.35012948,37.73069673
69.47000000,24.55519038,2.74527258,38.32782684
69.52000000,24.61939561,3.28405148,37.67642878
69.57000000,23.30203024,4.33815323,37.62032935
69.62000000,24.54413977,3.59990200,37.85663890
69.67000000,24.75764361,3.09193361,38.00836111
69.72000000,25.03057135,2.44529194,38.18971325
69.77000000,24.68070566,4.03770732,38.13564061
69.82000000,24.32804361,2.65423054,37.54284072
69.87000000,24.61586841,3.11935230,37.98030158
69.92000000,25.06577155,3.35318807,38.27489900
69.97000000,24.53356460,3.61364463,38.33192218
70.02000000,25.40628618,2.69095422,37.82771427
70.07000000,24.20516466,1.96084284,37.69640839
70.12000000,24.48117357,2.65295436,37.50131651
70.17000000,24.42196969,2.57333699,38.38789666
70.22000000,24.59343369,2.48081654,39.29708107
70.27000000,24.95390911,2.35497909,37.39205961
70.32000000,23.81040225,3.35180634,38.23541456
70.37000000,23.34732214,2.44280765,38.25270000
70.42000000,24.83264075,3.08399973,37.53884390
70.47000000,24.97200027,2.73836363,38.03653651
70.52000000,24.93031231,3.45218070,38.04884915
70.57000000,25.81783192,3.57875576,37.92851137
70.62000000,24.48495416,3.85876726,38.28658868
70.67000000,23.77887268,2.82629793,38.82616487
70.72000000,25.39427268,3.52343525,37.96569753
70.77000000,24.40053873,3.93634216,37.23194630
70.82000000,25.60687778,2.56491818,38.95493862
70.87000000,24.98446993,2.89157668,37.44071413
70.92000000,23.63743929,3.45366129,37.27945392
70.97000000,24.68103528,2.74631252,38.59765366
71.02000000,23.53226239,2.71075900,38.35377784
71.07000000,24.32420291,4.15548518,38.20843333
71.12000000,24.63428618,3.64414464,39.00817162
71.17000000,24.50637125,3.55217256,36.96923400
71.22000000,24.58793777,3.34498668,37.74437468
71.27000000,24.15357743,4.00675982,38.74510374
71.32000000,24.79230858,3.51272038,37.98033772
71.37000000,24.03097348,1.91046651,38.36792703
71.42000000,25.06011082,2.98125761,38.89204601
71.47000000,23.98087732,3.24747281,37.19212742
71.52000000,24.12218624,3.93040958,38.08465564
71.57000000,23.85560967,3.16345884,37.71894003
71.62000000,25.01264273,4.12496122,39.44050727
71.67000000,24.09088760,3.01361414,38.43765231
71.72000000,24.40154752,3.95658230,39.08945897
71.77000000,25.23372742,2.66185676,37.66028357
71.82000000,24.06551232,3.23914414,38.82356457
71.87000000,23.93394890,2.59674451,37.98973719
71.92000000,24.18762971,2.95922173,37.79328838
71.97000000,25.46838496,2.98781018,38.68439673
72.02000000,25.45857172,3.71940177,39.24043167
72.07000000,24.26305693,3.57838001,38.34919977
72.12000000,25.06317073,3.88777606,38.72420243
72.17000000,24.69285266,2.71174050,37.79813086
72.22000000,25.19012226,2.80350662,38.58995919
72.27000000,24.77498410,3.76081486,38.02897917
72.32000000,23.88095707,3.74904838,37.53936862
72.37000000,25.59913819,3.59064566,37.42910763
72.42000000,23.41826934,3.49171407,37.86051648
72.47000000,24.87859632,3.91116857,37.62281226
72.52000000,24.51009054,2.71358311,38.19732903
72.57000000,24.28597447,3.43483423,37.86903678
72.62000000,24.59110240,3.31112295,38.23426973
72.67000000,24.73000201,3.20321799,37.39079635
72.72000000,24.17017543,3.14305210,38.00101195
72.77000000,24.60301723,3.66435383,37.44212221
72.82000000,24.85484972,3.55606535,38.53955106
72.87000000,24.38805524,3.12608711,38.08636091
72.92000000,24.99330621,2.92934939,38.40219613
72.97000000,25.45350177,3.90743408,38.04481258
73.02000000,24.71430151,3.25740771,37.59479694
73.07000000,24.36571640,2.47540319,38.92712445
73.12000000,24.08936827,2.70179011,37.75489713
73.17000000,25.12021519,3.16073558,38.15765628
73.22000000,25.05968323,2.75338913,37.33058392
73.27000000,25.33464847,2.18787587,37.56935291
73.32000000,23.58497549,3.52483995,38.11125173
73.37000000,24.52550775,2.47196671,38.06462755
73.42000000,23.87674227,3.21922510,38.32931986
73.47000000,25.10637722,3.55290737,37.72934386
73.52000000,24.59834323,2.85753749,37.89971670
73.57000000,24.22504909,2.81428276,37.92845108
73.62000000,23.92517067,2.63775133,38.60988419
73.67000000,24.33378632,2.44150194,37.91115848
73.72000000,24.08313982,3.09128430,38.52802124
73.77000000,24.10848277,3.10835135,38.26705952
73.82000000,23.40859313,3.32125865,37.90788572
73.87000000,24.29213700,2.84050643,38.49136884
73.92000000,24.07342615,3.61746723,39.03421211
73.97000000,24.53475804,2.80002853,38.42343631
74.02000000,24.14027065,2.81888687,38.31741415
74.07000000,24.68316465,2.75058495,38.33575213
74.12000000,24.14388111,2.51637567,38.17060720
74.17000000,24.98888118,3.83533543,38.18732202
74.22000000,25.08954289,3.36421149,37.70498722
74.27000000,24.51532391,3.61397968,37.75803892
74.32000000,25.18388794,3.76504112,38.22546796
74.37000000,24.47933197,3.37284340,38.22150474
74.42000000,23.85263582,2.87388133,38.71768680
74.47000000,24.45108073,3.63307551,37.64721426
74.52000000,24.72316569,2.58462058,38.44894080
74.57000000,24.45236739,2.17239038,38.18871742
74.62000000,24.54923702,2.32863046,38.16746797
74.67000000,24.56908739,5.01753148,38.09302219
74.72000000,24.26970601,3.42491634,38.06494108
74.77000000,24.63881104,3.25984658,37.90159439
74.82000000,24.32115509,2.84758746,37.86793957
74.87000000,24.90204663,2.98205159,38.02096218
74.92000000,23.81258517,3.55534100,37.47687597
74.97000000,24.65841854,2.85781026,38.76171609
75.02000000,24.33363180,2.73398620,37.86176411
75.07000000,24.43839775,3.74436645,38.17320116
75.12000000,24.65449060,3.27615257,39.00348060
75.17000000,24.91463321,2.68804273,37.85335545
75.22000000,23.93378559,4.25086417,37.20768857
75.27000000,24.65975378,2.93226297,37.85766486
75.32000000,24.01433818,2.65592956,38.58878533
75.37000000,25.40010648,2.65677529,37.16684261
75.42000000,24.98716185,2.99498111,38.83218926
75.47000000,24.63646061,3.50783461,38.22101725
75.52000000,23.66541043,3.27791413,38.12981536
75.57000000,25.61484920,2.69147744,38.08171094
75.62000000,24.97492932,2.50860620,38.90382376
75.67000000,24.62182177,3.33558323,37.97044237
75.72000000,24.68214547,3.37668161,36.88585635
75.77000000,24.27206043,3.85427517,37.67539019
75.82000000,25.25845127,3.05167255,37.49368156
75.87000000,24.28203793,4.19967701,37.41815457
75.92000000,24.35880618,2.22566276,37.95491187
75.97000000,24.13514997,3.12871665,38.58000249
76.02000000,24.07677154,4.43992648,38.45296160
76.07000000,25.44408567,3.50807564,38.22880919
76.12000000,24.06822896,4.04254863,38.24841374
76.17000000,24.86889394,2.58987114,37.65622759
76.22000000,25.61122945,3.49506913,38.30824202
76.27000000,24.47410800,3.78401642,37.76628259
76.32000000,24.20566522,3.16139284,38.15168537
76.37000000,25.30794505,3.42802457,38.38941967
76.42000000,24.30604411,3.19397118,38.78015077
76.47000000,24.07628617,3.67978126,38.37214615
76.52000000,24.31123086,2.58155625,38.03213320
76.57000000,25.37497927,2.76304495,37.42412857
76.62000000,24.07006946,4.31696600,38.18040227
76.67000000,23.85357600,3.84076350,38.57606668
76.72000000,24.15671104,3.53965130,37.89029243
76.77000000,24.88659789,2.58334249,37.40687580
76.82000000,24.38113689,3.84581424,37.74559740
76.87000000,25.39864589,3.32690785,37.73345115
76.92000000,23.82583366,3.72734728,37.94083672
76.97000000,24.16731240,3.75946543,38.04571168
77.02000000,24.68446046,3.19311678,37.80565460
77.07000000,24.36313349,3.23871217,38.91006874
77.12000000,23.52723233,2.68791524,37.94139034
77.17000000,24.96890854,3.52025187,38.67075846
77.22000000,24.69111503,2.48462368,37.53357357
77.27000000,24.18319256,3.19183365,38.53917167
77.32000000,25.39084714,3.25243651,37.49445093
77.37000000,24.27206111,3.41152639,37.92998553
77.42000000,24.67317541,3.75018530,37.95459656
77.47000000,24.31114266,2.96238172,37.93948797
77.52000000,24.17037949,3.62907833,38.01840628
77.57000000,23.88577227,4.63622915,38.35731588
77.62000000,24.66079678,3.70481825,38.56157353
77.67000000,24.58579361,3.02309467,38.20934245
77.72000000,24.67330130,3.15285738,38.47715223
77.77000000,23.63834929,2.08913182,38.32566713
77.82000000,24.57752661,3.67751507,38.13650206
77.87000000,24.45303747,3.10193589,37.51163486
77.92000000,24.72771456,3.67642826,39.34658143
77.97000000,25.05015812,3.25244761,39.43282177
78.02000000,24.86144968,3.31272305,37.40523823
78.07000000,25.10644333,3.47623964,37.88482886
78.12000000,24.24787207,3.00365211,37.82832742
78.17000000,24.67680144,3.72044864,37.37260954
78.22000000,24.30227078,3.16886425,39.02229632
78.27000000,24.90666834,2.98734079,37.38581006
78.32000000,25.56960060,3.61453823,37.46609678
78.37000000,25.22428144,4.12695543,37.98984447
78.42000000,24.54038143,2.79404509,38.15279605
78.47000000,24.60500319,3.66927745,37.68830104
78.52000000,24.95253237,2.81898491,37.97270280
78.57000000,24.50298949,3.50810259,37.97928270
78.62000000,24.60610115,4.89168325,37.48529914
78.67000000,24.62661569,3.27665015,38.12970584
78.72000000,25.24827978,3.79231796,37.37058008
78.77000000,24.65208000,2.75651133,38.37110947
78.82000000,24.84967989,2.67925659,38.46130943
78.87000000,24.58668824,3.00141806,37.79195376
78.92000000,24.78710170,3.25929183,38.29315661
78.97000000,23.91223856,2.73395329,37.76478316
79.02000000,24.28528967,3.75671593,38.15400316
79.07000000,24.39140206,3.13354956,38.71885347
79.12000000,24.25246610,4.37727885,37.78014626
79.17000000,24.30335652,4.18943043,38.42972591
79.22000000,24.56132578,3.47606631,37.62618509
79.27000000,24.08602860,3.72805071,38.76360949
79.32000000,24.16991176,3.14448030,38.72088581
79.37000000,25.08325278,2.70984009,38.29294702
79.42000000,24.67129614,4.05745603,39.18436338
79.47000000,23.93985235,2.22639411,38.02271807
79.52000000,23.96073184,3.48819024,37.63891852
79.57000000,24.86614870,2.90228678,38.28539671
79.62000000,24.58376753,4.15036502,38.00452160
79.67000000,24.02887450,2.48025041,37.31532429
79.72000000,24.31962458,3.06184655,37.32979185
79.77000000,24.82888135,3.44133222,37.95386894
79.82000000,24.09555926,3.01341512,38.79395357
79.87000000,24.76169807,3.04944977,39.38829284
79.92000000,25.25864323,3.47558013,38.27572008
79.97000000,23.75124211,2.80602709,37.41864078
80.02000000,24.66219993,4.19337098,37.80411442
80.07000000,24.91722522,2.09960056,38.79929207
80.12000000,25.10383932,3.07603208,38.72331930
80.17000000,24.54074334,3.77307183,38.49134747
80.22000000,24.33453022,3.29183560,37.89316067
80.27000000,24.35230081,3.35207033,37.29096792
80.32000000,24.39596806,3.69555062,38.50020859
80.37000000,24.61051995,3.10082102,38.14927063
80.42000000,24.27276099,3.26077196,38.05111518
80.47000000,23.71592524,3.21967814,38.50103380
80.52000000,25.22599082,3.19105375,37.82442883
80.57000000,24.65271182,3.76734203,38.92060189
80.62000000,24.12465668,3.38815867,38.12327877
80.67000000,24.40064951,3.53236974,38.01101760
80.72000000,24.26361856,3.55573375,37.93158682
80.77000000,24.59429936,2.88029286,38.27257655
80.82000000,24.26859393,3.42693738,38.76174613
80.87000000,24.64514129,2.89517087,38.65467959
80.92000000,25.04398040,2.57035647,37.92759289
80.97000000,23.80242849,2.28735247,38.20323818
81.02000000,24.41966271,2.01356000,37.90079473
81.07000000,24.09980001,3.38523218,37.74662481
81.12000000,24.46606315,2.76064148,38.11868786
81.17000000,23.79310577,3.60556475,38.23491641
81.22000000,24.42155152,4.35190098,37.38300373
81.27000000,24.37016442,3.26058129,37.66120693
81.32000000,23.91883540,3.54017109,37.02297878
81.37000000,24.15578708,3.74623199,38.19507186
81.42000000,24.56205264,3.11902124,37.37806358
81.47000000,24.29943902,3.31054575,38.21788803
81.52000000,24.24347165,2.96847354,37.66485658
81.57000000,23.87765397,2.72747032,38.48775463
81.62000000,24.60925382,3.05752625,37.76155960
81.67000000,24.27118275,3.52907862,38.40834372
81.72000000,24.07254855,3.57013782,37.44926630
81.77000000,24.46585785,3.66485247,37.96288353
81.82000000,24.44535049,2.85705458,37.99111141
81.87000000,24.48986151,2.95829905,37.45220499
81.92000000,24.68412920,3.01288373,36.90565218
81.97000000,24.28823878,3.53072913,37.10989532
82.02000000,24.89041468,3.82105861,37.41198122
82.07000000,23.90808632,4.03477414,36.97053173
82.12000000,24.36707957,2.88257163,37.50967238
82.17000000,24.49425626,3.82831646,38.43496368
82.22000000,24.70460615,2.39415183,37.87247720
82.27000000,23.67849043,2.92668111,38.24152562
82.32000000,24.30071658,4.04470793,38.36968007
82.37000000,24.43008845,2.39644063,37.61727923
82.42000000,24.46552000,3.82664413,38.40974085
82.47000000,24.75597213,3.55139321,37.80416343
82.52000000,24.51427332,2.94199457,37.11419992
82.57000000,25.02802792,3.25752743,37.95175870
82.62000000,24.32949548,3.24703997,37.84465610
82.67000000,24.23622226,3.91545213,38.22858976
82.72000000,25.42808823,2.94736555,37.12930578
82.77000000,24.45013902,2.86782299,38.13544960
82.82000000,24.71906361,3.34010572,38.08192145
82.87000000,24.75155675,2.76072702,37.16244049
82.92000000,24.63576500,3.63202729,37.41570331
82.97000000,24.44844777,3.09502266,37.97776431
83.02000000,25.25612893,2.26994515,37.34354417
83.07000000,25.07949139,3.14575099,38.54501266
83.12000000,24.81947120,3.17126541,38.61415639
83.17000000,24.33369087,2.85908209,39.00169319
83.22000000,24.97289287,2.90269505,38.38429686
83.27000000,24.74762300,3.67598762,38.10364505
83.32000000,24.43465123,3.45236141,37.30993506
83.37000000,24.93830885,2.84100162,37.76226109
83.42000000,24.62765593,4.14671737,37.56354193
83.47000000,24.77486766,3.96499807,38.50126968
83.52000000,23.68843452,3.72213445,37.90341788
83.57000000,24.15818680,4.67930875,37.26986765
83.62000000,24.13486510,3.48831370,38.83641126
83.67000000,25.22276617,2.46404637,38.62711954
83.72000000,24.11037851,2.85842604,38.22858014
83.77000000,25.60929574,2.93885712,38.84232738
83.82000000,24.62081645,3.47786560,37.99152561
83.87000000,24.67110839,3.31412593,37.46989781
83.92000000,24.89514108,3.94677065,37.76962565
83.97000000,24.11021964,2.61587889,38.11874619
84.02000000,24.39533377,2.36156728,37.64564302
84.07000000,24.02472744,3.36208184,37.45441323
84.12000000,23.17862519,3.60334782,37.99396457
84.17000000,24.80237299,3.31720797,37.69127333
84.22000000,24.52283474,4.60410112,37.33321620
84.27000000,24.61616596,3.44819276,38.57403240
84.32000000,24.16604832,3.10730477,37.52803151
84.37000000,24.71259772,2.86745736,37.81650700
84.42000000,24.23845516,2.80003867,37.80871475
84.47000000,24.46558847,3.23670268,37.20707625
84.52000000,24.52504611,2.98534827,37.83514187
84.57000000,24.65726755,2.62304206,38.18706134
84.62000000,24.45029462,3.82696252,37.58111308
84.67000000,24.09023553,3.12623902,38.29459484
84.72000000,23.98540031,3.15943468,38.53897209
84.77000000,24.51910182,3.52263817,37.18731308
84.82000000,23.78846945,3.45405778,38.44877929
84.87000000,24.27964854,2.61092242,36.91477955
84.92000000,24.37290203,3.17207129,37.35259803
84.97000000,24.63351403,2.89357077,38.28537491
85.02000000,24.17992456,3.09205054,37.69184569
85.07000000,24.70471325,2.85417692,38.76442630
85.12000000,24.12754011,3.16325403,38.40055764
85.17000000,25.55995356,2.82888815,37.46800924
85.22000000,23.98889184,3.62819185,37.40703068
85.27000000,24.11466590,3.03518516,37.78172746
85.32000000,24.85315649,3.35380651,38.32113105
85.37000000,24.74995883,3.17399393,38.13141351
85.42000000,24.89193814,3.00209647,38.90260290
85.47000000,25.23012733,2.91480986,37.73523229
85.52000000,24.59078001,3.06278774,37.44730540
85.57000000,25.31252730,3.76769932,37.82123548
85.62000000,24.78947707,3.56403719,37.93533848
85.67000000,23.99985094,3.16043728,37.87488209
85.72000000,24.28890718,4.08152731,37.85438537
85.77000000,24.46420416,2.65404459,37.67795723
85.82000000,24.05671901,3.73622351,37.61803500
85.87000000,23.91535776,2.65743032,38.09066864
85.92000000,23.68387587,3.25789743,38.24599676
85.97000000,24.58501601,4.26102660,38.32527217
86.02000000,24.31121907,1.97642343,38.41062818
86.07000000,24.78588345,3.27672692,38.78243474
86.12000000,23.96822512,2.70099610,38.29214530
86.17000000,24.45493585,3.74786734,37.33668155
86.22000000,24.30835617,3.19757391,38.86105107
86.27000000,24.25329981,2.22863529,38.75013574
86.32000000,24.92977916,2.90793731,37.45009588
86.37000000,25.42634101,3.11087475,37.71967008
86.42000000,24.31285067,2.68354059,37.75479247
86.47000000,24.21761076,3.35341777,38.02563226
86.52000000,23.42746458,2.83899346,38.74973912
86.57000000,23.48830161,3.13062953,38.15450930
86.62000000,25.29246821,2.83357708,38.26364919
86.67000000,23.86979863,2.67383671,37.40337592
86.72000000,25.17472129,3.64335052,37.92873222
86.77000000,24.78530221,3.08903199,38.43846902
86.82000000,24.08239139,3.17542104,37.92049712
86.87000000,24.46298710,2.81698297,38.92177152
86.92000000,24.77620250,3.23344493,39.07685214
86.97000000,25.75812841,2.37741050,37.83252134
87.02000000,25.16953329,3.19115402,37.54882836
87.07000000,24.89578400,3.72035944,36.90024003
87.12000000,24.67261375,2.97985037,38.20862656
87.17000000,24.81226280,2.22783815,38.62576506
87.22000000,23.73243434,3.12366168,37.27986659
